"","platform","year_of_release","genre","publisher","global_sales","critic_score","rating","developer","name","na_sales","eu_sales","jp_sales","other_sales","critic_count","user_score","user_count"
"186","WiiU",2012,"Platform","Nintendo",5.22,84,"E","Nintendo","New Super Mario Bros. U",2.3,1.34,1.27,0.32,70,8.1,733
"187","PS2",2004,"Role-Playing","Square Enix",5.21,89,"T","Level 5","Dragon Quest VIII: Journey of the Cursed King",0.65,0.75,3.61,0.2,63,8.8,245
"188","GBA",2003,"Platform","Nintendo",5.2,NA,NA,NA,"Super Mario Bros. 3",2.93,1.25,0.83,0.2,NA,NA,NA
"189","DS",2007,"Puzzle","Nintendo",5.19,85,"E","Level 5","Professor Layton and the Curious Village",1.21,2.43,1.03,0.52,72,8.6,147
"190","GB",1994,"Platform","Nintendo",5.19,NA,NA,NA,"Super Mario Land 3: Wario Land",2.49,0.98,1.57,0.15,NA,NA,NA
"191","X360",2012,"Action","Electronic Arts",5.16,90,"E","Electronic Arts","FIFA Soccer 13",1.09,3.47,0.03,0.57,48,6.1,403
"192","SNES",1995,"Platform","Nintendo",5.15,NA,NA,NA,"Donkey Kong Country 2: Diddy's Kong Quest",2.1,0.74,2.2,0.11,NA,NA,NA
"193","PC",2012,"Role-Playing","Activision",5.14,88,"M","Blizzard Entertainment","Diablo III",2.44,2.16,0,0.54,86,4,9629
"194","PS2",2003,"Shooter","Electronic Arts",5.13,68,"T","EA LA","Medal of Honor: Rising Sun",1.98,2.23,0.13,0.8,30,7.6,100
"195","GB",1992,"Platform","Nintendo",5.13,NA,NA,NA,"Kirby's Dream Land",2.71,0.61,1.7,0.11,NA,NA,NA
"196","PC",1996,"Simulation","Microsoft Game Studios",5.12,NA,NA,NA,"Microsoft Flight Simulator",3.22,1.69,0,0.2,NA,NA,NA
"197","PS2",2006,"Misc","RedOctane",5.12,92,"T","Harmonix Music Systems","Guitar Hero II",3.81,0.63,0,0.68,69,8.5,112
"198","X360",2010,"Role-Playing","Microsoft Game Studios",5.1,80,"M","Lionhead Studios","Fable III",3.59,1.08,0.05,0.38,88,6.5,604
"199","DS",2008,"Sports","Sega",5.09,NA,NA,NA,"Mario & Sonic at the Olympic Games",1.63,2.45,0.44,0.57,NA,NA,NA
"200","PS3",2009,"Action","Capcom",5.09,84,"M","Capcom","Resident Evil 5",1.96,1.41,1.08,0.64,76,7.5,667
"201","DS",2007,"Action","Nintendo",5.08,90,"E","Nintendo","The Legend of Zelda: Phantom Hourglass",1.85,1.8,0.95,0.48,57,8,416
"202","GB",1999,"Platform","Nintendo",5.07,NA,NA,NA,"Super Mario Bros.",3.4,1.3,0.15,0.22,NA,NA,NA
"203","PS3",2010,"Sports","Electronic Arts",5.07,89,"E","EA Sports","FIFA Soccer 11",0.61,3.28,0.06,1.12,51,8,233
"204","PS",1996,"Action","Virgin Interactive",5.05,91,"M","Capcom","Resident Evil",2.05,1.16,1.11,0.73,8,9,266
"205","PSP",2006,"Action","Take-Two Interactive",5.03,86,"M","Rockstar Leeds","Grand Theft Auto: Vice City Stories",1.7,1.99,0.16,1.18,50,8,150
"206","PS",1999,"Sports","Activision",5.02,92,"T","Neversoft Entertainment","Tony Hawk's Pro Skater",3.42,1.38,0.02,0.2,18,9.2,69
"207","PS",1999,"Strategy","Eidos Interactive",5.01,NA,NA,NA,"Warzone 2100",2.79,1.89,0,0.33,NA,NA,NA
"208","PS",1998,"Platform","Sony Computer Entertainment",5,NA,NA,NA,"Spyro the Dragon",3.36,1.36,0.07,0.21,NA,NA,NA
"209","PS2",2007,"Misc","Activision",4.98,82,"T","Neversoft Entertainment, BudCat","Guitar Hero III: Legends of Rock",3.49,0.01,0.01,1.48,24,8.2,46
"210","Wii",2007,"Shooter","Nintendo",4.98,68,"T","Nintendo","Link's Crossbow Training",3.05,1.17,0.29,0.46,34,7.1,47
"211","DS",2007,"Role-Playing","Nintendo",4.93,NA,NA,NA,"Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness",1.83,1.19,1.54,0.37,NA,NA,NA
"212","X360",2008,"Role-Playing","Bethesda Softworks",4.93,93,"M","Bethesda Game Studios","Fallout 3",3.4,0.99,0.09,0.45,84,8.5,1655
"213","PS3",2007,"Action","Sony Computer Entertainment",4.92,88,"T","Naughty Dog, SCE/WWS","Uncharted: Drake's Fortune",2.31,1.72,0.12,0.77,66,8.1,2306
"214","PS2",2005,"Sports","Electronic Arts",4.91,88,"E","EA Sports","Madden NFL 06",3.98,0.26,0.01,0.66,29,8,121
"215","N64",1997,"Racing","Nintendo",4.88,NA,NA,NA,"Diddy Kong Racing",2.91,0.99,0.89,0.1,NA,NA,NA
"216","PSP",2010,"Role-Playing","Capcom",4.87,NA,NA,NA,"Monster Hunter Freedom 3",0,0,4.87,0,NA,NA,NA
"217","WiiU",2014,"Fighting","Nintendo",4.87,NA,NA,NA,"Super Smash Bros. for Wii U and 3DS",2.6,1.08,0.81,0.38,NA,NA,NA
"218","NES",1990,"Puzzle","Nintendo",4.85,NA,NA,NA,"Dr. Mario",2.62,0.6,1.52,0.1,NA,NA,NA
"219","PC",2010,"Strategy","Activision",4.84,93,"T","Blizzard Entertainment","StarCraft II: Wings of Liberty",2.57,1.68,0,0.58,82,8.2,3052
"220","PS3",2007,"Adventure","Ubisoft",4.82,81,"M","Ubisoft Montreal","Assassin's Creed",1.91,2,0.09,0.82,40,7.3,769
"221","PS3",2010,"Action","Sony Computer Entertainment",4.8,92,"M","SCE Santa Monica","God of War III",2.74,1.33,0.12,0.61,101,8.7,2633
"222","PS",1999,"Racing","Sony Computer Entertainment",4.79,88,"E","Naughty Dog","Crash Team Racing",2.57,1.57,0.44,0.21,20,9,233
"223","DS",2007,"Action","LucasArts",4.76,80,"E","TT Fusion","LEGO Star Wars: The Complete Saga",2.83,1.48,0,0.45,9,5.4,46
"224","PS",2000,"Action","Atari",4.73,62,"T","Reflections Interactive","Driver 2",2.36,2.1,0.02,0.25,14,7.7,92
"225","X360",2011,"Action","Warner Bros. Interactive Entertainment",4.73,94,"T","Rocksteady Studios","Batman: Arkham City",2.99,1.27,0.04,0.42,87,8.7,1472
"226","PS4",2014,"Action","Sony Computer Entertainment",4.71,NA,NA,NA,"The Last of Us",1.88,2,0.07,0.77,NA,NA,NA
"227","PS2",2003,"Racing","Vivendi Games",4.7,NA,NA,NA,"The Simpsons: Hit & Run",1.73,2.19,0,0.79,NA,NA,NA
"228","PS",2000,"Sports","Activision",4.68,98,"T","Neversoft Entertainment","Tony Hawk's Pro Skater 2",3.05,1.41,0.02,0.2,19,7.7,299
"229","PS2",2002,"Action","Electronic Arts",4.67,82,"T","Stormfront Studios","The Lord of the Rings: The Two Towers",1.94,1.95,0.08,0.7,32,8.2,78
"230","PS",1996,"Action","Eidos Interactive",4.63,91,"T","Core Design Ltd.","Tomb Raider",2.29,1.97,0.13,0.24,13,8.6,147
"231","Wii",2008,"Simulation","Nintendo",4.62,73,"E","Nintendo","Animal Crossing: City Folk",1.82,1.12,1.32,0.36,50,7.6,119
"232","PS4",2015,"Action","Sony Computer Entertainment",4.62,86,"T","Bluepoint Games","Uncharted: The Nathan Drake Collection",2.07,1.71,0.08,0.76,78,8.1,1264
"233","SNES",1991,"Action","Nintendo",4.61,NA,NA,NA,"The Legend of Zelda: A Link to the Past",2.42,0.91,1.15,0.13,NA,NA,NA
"234","GC",2002,"Action","Nintendo",4.6,96,"E","Nintendo","The Legend of Zelda: The Wind Waker",2.6,0.99,0.89,0.13,80,8.9,968
"235","Wii",2007,"Misc","Activision",4.6,86,"T","Vicarious Visions","Guitar Hero III: Legends of Rock",3.04,1.11,0,0.43,36,8.4,87
"236","3DS",2013,"Action","Nintendo",4.59,86,"E","Next Level Games","Luigi's Mansion: Dark Moon",1.8,1.39,1.11,0.29,74,8.4,458
"237","X360",2011,"Racing","Microsoft Game Studios",4.57,91,"E","Turn 10","Forza Motorsport 4",2.08,1.97,0.06,0.46,83,8.2,617
"238","Wii",2009,"Sports","Sega",4.53,NA,NA,NA,"Mario & Sonic at the Olympic Winter Games",1.87,1.96,0.22,0.48,NA,NA,NA
"239","PS2",2004,"Sports","Electronic Arts",4.53,91,"E","EA Tiburon","Madden NFL 2005",4.18,0.26,0.01,0.08,30,7.9,78
"240","X360",2007,"Misc","Activision",4.53,85,"T","Neversoft Entertainment","Guitar Hero III: Legends of Rock",3.19,0.91,0.01,0.42,69,7.9,165
"241","2600",1981,"Platform","Activision",4.5,NA,NA,NA,"Pitfall!",4.21,0.24,0,0.05,NA,NA,NA
"242","PS2",2006,"Sports","Electronic Arts",4.49,84,"E","EA Sports","Madden NFL 07",3.63,0.24,0.01,0.61,29,8.2,39
"243","XOne",2015,"Shooter","Microsoft Game Studios",4.48,84,"T","343 Industries","Halo 5: Guardians",2.78,1.27,0.03,0.41,101,6.4,2438
"244","PS2",2002,"Action","Activision",4.48,76,"E","Treyarch","Spider-Man: The Movie",2.71,1.51,0.03,0.23,25,7.9,41
"245","PS",2000,"Role-Playing","Enix Corporation",4.47,NA,NA,NA,"Dragon Quest VII: Warriors of Eden",0.2,0.14,4.1,0.02,NA,NA,NA
"246","PS4",2016,"Shooter","Activision",4.46,77,"M","Infinity Ward","Call of Duty: Infinite Warfare",1.61,2,0.15,0.71,82,3.4,1129
"247","PS2",2005,"Action","Sony Computer Entertainment",4.45,94,"M","SCE Santa Monica","God of War",2.71,1.29,0.02,0.43,75,8.9,997
"248","WiiU",2015,"Shooter","Nintendo",4.43,81,"E10+","Nintendo","Splatoon",1.54,1.18,1.46,0.26,88,8.5,1184
"249","WiiU",2012,"Misc","Nintendo",4.42,77,"E10+","Nintendo","Nintendo Land",2.52,1.11,0.46,0.33,61,7.9,471
"250","PS2",2001,"Sports","Activision",4.41,97,"T","Neversoft Entertainment","Tony Hawk's Pro Skater 3",2.66,1.29,0.01,0.46,34,7.5,298
"251","PS2",2006,"Sports","Konami Digital Entertainment",4.39,86,"E","Konami","Winning Eleven: Pro Evolution Soccer 2007",0.1,2.39,1.05,0.86,19,8.9,33
"252","X360",2006,"Role-Playing","Take-Two Interactive",4.38,94,"M","Bethesda Softworks","The Elder Scrolls IV: Oblivion",2.82,1.03,0.13,0.4,90,8.7,1109
"253","NES",1987,"Adventure","Nintendo",4.38,NA,NA,NA,"Zelda II: The Adventure of Link",2.19,0.5,1.61,0.08,NA,NA,NA
"254","PS2",2005,"Racing","Electronic Arts",4.37,82,"T","EA Canada","Need for Speed: Most Wanted",2.03,1.79,0.08,0.47,36,9.1,137
"255","Wii",2010,"Misc","Ubisoft",4.36,56,"E10+","Ubisoft Paris, Ubisoft Montpellier","Michael Jackson: The Experience",2.64,1.33,0.01,0.39,37,8.3,31
"256","PS3",2014,"Shooter","Activision",4.36,NA,"M","High Moon Studios","Call of Duty: Advanced Warfare",1.56,1.93,0.19,0.68,NA,4.8,207
"257","PS3",2006,"Shooter","Sony Computer Entertainment",4.34,86,"M","Insomniac Games","Resistance: Fall of Man",1.74,1.72,0.14,0.75,70,8.1,715
"258","GEN",1991,"Platform","Sega",4.34,NA,NA,NA,"Sonic the Hedgehog",3.03,0.91,0.26,0.13,NA,NA,NA
"259","PS2",2005,"Role-Playing","Square Enix",4.33,87,"E10+","Square Enix","Kingdom Hearts II",2.2,0.58,1.38,0.17,64,9,766
"260","3DS",2011,"Action","Nintendo",4.33,NA,NA,NA,"The Legend of Zelda: Ocarina of Time",2.09,1.31,0.62,0.31,NA,NA,NA
"261","WiiU",2013,"Platform","Nintendo",4.32,93,"E","Nintendo","Super Mario 3D World",2.11,1.16,0.73,0.32,83,9,1607
"262","PS4",2014,"Misc","Sony Computer Entertainment Europe",4.32,NA,NA,NA,"Minecraft",1.48,2.02,0.14,0.68,NA,NA,NA
"263","2600",1980,"Shooter","Atari",4.31,NA,NA,NA,"Asteroids",4,0.26,0,0.05,NA,NA,NA
"264","X360",2014,"Shooter","Activision",4.29,NA,"M","High Moon Studios","Call of Duty: Advanced Warfare",2.77,1.11,0,0.4,NA,4.9,221
"265","PS3",2014,"Sports","Electronic Arts",4.28,NA,"E","EA Sports","FIFA 15",0.58,3.02,0.04,0.64,NA,4.5,109
"266","X360",2008,"Role-Playing","Microsoft Game Studios",4.27,89,"M","Lionhead Studios","Fable II",2.51,1.24,0.11,0.41,95,6.5,2423
"267","GBA",2001,"Misc","Namco Bandai Games",4.24,79,"E","Mass Media","Namco Museum",3,1.11,0.05,0.07,10,7.3,6
"268","PS3",2009,"Action","Eidos Interactive",4.23,91,"T","Rocksteady Studios","Batman: Arkham Asylum",2.24,1.31,0.07,0.61,70,8.9,1122
"269","PS2",2004,"Action","Konami Digital Entertainment",4.23,91,"M","KCEJ","Metal Gear Solid 3: Snake Eater",1.46,0,0.83,1.93,68,9.3,955
"270","PS3",2011,"Action","Ubisoft",4.22,80,"M","Ubisoft Montreal","Assassin's Creed: Revelations",1.41,2.01,0.1,0.7,39,7.5,613
"271","XOne",2015,"Role-Playing","Bethesda Softworks",4.22,88,"M","Bethesda Game Studios","Fallout 4",2.51,1.32,0.01,0.38,39,6.2,1749
"272","X360",2013,"Sports","Electronic Arts",4.22,84,"E","EA Canada","FIFA 14",0.92,2.89,0.01,0.4,41,4.2,435
"273","PSP",2006,"Platform","Sony Computer Entertainment",4.21,85,"E10+","Ready at Dawn","Daxter",2.45,1.01,0,0.75,59,8.7,109
"274","PC",1995,"Strategy","Activision",4.21,NA,NA,NA,"Warcraft II: Tides of Darkness",1.7,2.27,0,0.23,NA,NA,NA
"275","PS2",2005,"Sports","Electronic Arts",4.21,80,"E","EA Canada","FIFA Soccer 06",0.78,2.55,0.04,0.84,32,7.8,47
"276","PS2",2003,"Misc","Sony Computer Entertainment",4.2,80,"E","SCEE, Zoe Mode","EyeToy Play",0.88,2.3,0.2,0.83,32,7.5,22
"277","PS3",2007,"Racing","Sony Computer Entertainment",4.19,80,"E","Polyphony Digital","Gran Turismo 5 Prologue",1.28,1.82,0.57,0.52,67,7.1,120
"278","X360",2011,"Action","Ubisoft",4.19,80,"M","Ubisoft Montreal","Assassin's Creed: Revelations",2.25,1.47,0.04,0.43,77,7.2,564
"279","X360",2011,"Sports","Electronic Arts",4.18,NA,NA,NA,"FIFA 12",0.84,2.78,0.02,0.53,NA,NA,NA
"280","NES",1989,"Action","Palcom",4.17,NA,NA,NA,"Teenage Mutant Ninja Turtles",3.38,0.44,0.31,0.04,NA,NA,NA
"281","PS3",2009,"Fighting","Capcom",4.16,94,"T","Capcom","Street Fighter IV",2.03,1.04,0.58,0.52,61,7.3,330
"282","NES",1984,"Racing","Nintendo",4.16,NA,NA,NA,"Excitebike",2.04,0.48,1.57,0.07,NA,NA,NA
"283","PS",1997,"Action","Hasbro Interactive",4.16,NA,NA,NA,"Frogger",3.79,0.27,0,0.11,NA,NA,NA
"284","PS2",2002,"Sports","Electronic Arts",4.14,95,"E","EA Sports","Madden NFL 2003",3.36,0.21,0.01,0.56,25,7.7,65
"285","PC",1997,"Shooter","Vivendi Games",4.12,96,"M","Valve Software","Half-Life",4.03,0,0.09,0,24,9.1,3161
"286","SNES",1995,"Platform","Nintendo",4.12,NA,NA,NA,"Super Mario World 2: Yoshi's Island",1.65,0.61,1.76,0.09,NA,NA,NA
"287","PS2",2006,"Sports","Electronic Arts",4.11,NA,NA,NA,"FIFA Soccer 07",0.71,2.48,0.03,0.89,NA,NA,NA
"288","SNES",1992,"Fighting","Capcom",4.1,NA,NA,NA,"Street Fighter II Turbo",1.42,0.51,2.1,0.07,NA,NA,NA
"289","PC",2007,"Role-Playing","Activision",4.09,91,"T","Blizzard Entertainment","World of Warcraft: The Burning Crusade",2.57,1.52,0,0,46,7.9,785
"290","PS4",2016,"Shooter","Electronic Arts",4.08,88,"M","EA DICE","Battlefield 1",1.1,2.15,0.21,0.61,31,8.4,809
"291","PS2",2007,"Action","Sony Computer Entertainment",4.07,93,"M","SCE Santa Monica","God of War II",2.32,0.04,0.04,1.67,70,8.9,709
"292","PS2",2005,"Sports","Konami Digital Entertainment",4.06,NA,"E","Konami","World Soccer Winning Eleven 9",0.12,2.26,0.9,0.77,NA,8.2,23
"293","X360",2010,"Role-Playing","Bethesda Softworks",4.05,84,"M","Obsidian Entertainment","Fallout: New Vegas",2.66,1.03,0.04,0.33,81,8.1,769
"294","X360",2007,"Racing","Microsoft Game Studios",4.05,90,"E","Turn 10","Forza Motorsport 2",2.35,1.27,0.03,0.41,66,8.3,381
"295","Wii",2007,"Misc","Take-Two Interactive",4.05,56,"E","Cat Daddy Games","Carnival Games",2.12,1.47,0.05,0.42,27,6,44
"296","PS4",2014,"Action","Ubisoft",4.05,80,"M","Ubisoft Montreal","Watch Dogs",1.4,1.9,0.11,0.64,80,6.3,2996
"297","PS",1996,"Misc","Sony Computer Entertainment",4.05,NA,NA,NA,"Namco Museum Vol.3",2.28,1.55,0.16,0.06,NA,NA,NA
"298","PS2",2000,"Fighting","Namco Bandai Games",4.05,85,"T","Namco","Tekken Tag Tournament",1.68,1.51,0.51,0.35,25,8.5,117
"299","PS4",2014,"Shooter","Ubisoft",4.04,85,"M","Ubisoft Montreal","Far Cry 4",1.13,2.18,0.1,0.63,83,7.7,1653
"300","N64",1997,"Shooter","Nintendo",4.03,NA,NA,NA,"Star Fox 64",2.78,0.58,0.64,0.04,NA,NA,NA
"301","NES",1984,"Sports","Nintendo",4.01,NA,NA,NA,"Golf",1.22,0.28,2.46,0.04,NA,NA,NA
"302","PS2",2005,"Misc","Namco Bandai Games",3.98,61,"E10+","Digital Eclipse","Namco Museum: 50th Anniversary",2.08,1.35,0,0.54,21,NA,NA
"303","X360",2009,"Shooter","Electronic Arts",3.97,89,"M","Valve Software","Left 4 Dead 2",2.67,0.87,0.05,0.38,76,8.6,681
"304","PS4",2015,"Role-Playing","Namco Bandai Games",3.97,92,"M","CD Projekt Red Studio","The Witcher 3: Wild Hunt",1.02,2.13,0.23,0.59,79,9.2,10179
"305","PS4",2014,"Action","Ubisoft",3.96,70,"M","Ubisoft, Ubisoft Montreal","Assassin's Creed: Unity",1.19,2.07,0.08,0.62,40,4.9,2050
"306","PS4",2015,"Action","Warner Bros. Interactive Entertainment",3.95,87,"M","Rocksteady Studios","Batman: Arkham Knight",1.53,1.69,0.1,0.64,89,7.6,2679
"307","Wii",2011,"Action","Nintendo",3.95,93,"E10+","Nintendo","The Legend of Zelda: Skyward Sword",2.03,1.16,0.37,0.38,81,8,1958
"308","PS3",2008,"Role-Playing","Bethesda Softworks",3.94,90,"M","Bethesda Game Studios","Fallout 3",2.15,1.13,0.07,0.59,57,8,910
"309","DS",2007,"Puzzle","Nintendo",3.94,84,"E10+","Level 5","Professor Layton and the Diabolical Box",0.9,1.76,0.92,0.37,65,8.8,72
"310","GB",1994,"Platform","Nintendo",3.91,NA,NA,NA,"Donkey Kong Land",1.97,0.76,1.07,0.11,NA,NA,NA
"311","Wii",2009,"Sports","Electronic Arts",3.9,81,"E","EA Canada","EA Sports Active",2.09,1.35,0.06,0.4,27,8.7,39
"312","PS2",2003,"Sports","Activision",3.9,90,"T","Neversoft Entertainment","Tony Hawk's Underground",2.29,1.17,0.01,0.42,38,8.7,121
"313","3DS",2014,"Role-Playing","Nintendo",3.89,86,"T","Capcom","Monster Hunter 4 Ultimate",0.68,0.48,2.62,0.11,80,8.7,348
"314","PC",2011,"Role-Playing","Bethesda Softworks",3.88,94,"M","Bethesda Game Studios","The Elder Scrolls V: Skyrim",1.16,2.12,0,0.6,32,8.1,9073
"315","PS4",2015,"Sports","Take-Two Interactive",3.88,87,"E10+","Visual Concepts","NBA 2K16",2.49,0.66,0.03,0.69,51,6.7,364
"316","PS2",2005,"Fighting","Namco Bandai Games",3.87,88,"T","Namco","Tekken 5",0.93,1.94,0.31,0.7,62,8.6,229
"317","NES",1988,"Role-Playing","Enix Corporation",3.87,NA,NA,NA,"Dragon Warrior III",0.1,0,3.77,0,NA,NA,NA
"318","PS3",2006,"Racing","Sony Computer Entertainment",3.87,84,"T","Evolution Studios","MotorStorm",1.53,1.6,0.06,0.67,9,7.4,220
"319","3DS",2011,"Simulation","Nintendo",3.85,NA,NA,NA,"Nintendogs + cats",1.44,1.41,0.73,0.27,NA,NA,NA
"320","PS2",2004,"Sports","Konami Digital Entertainment",3.85,91,"E","KCET","World Soccer Winning Eleven 8 International",0.16,1.89,1.12,0.68,26,9.1,38
"321","PS3",2010,"Sports","Sony Computer Entertainment",3.84,76,"E10+","SCEA, Zindagi Games","Sports Champions",2.13,1.12,0.1,0.5,64,7.9,104
"322","PS",1995,"Misc","Sony Computer Entertainment",3.84,NA,NA,NA,"Namco Museum Vol.1",2.12,1.44,0.22,0.06,NA,NA,NA
"323","GB",1992,"Action","Nintendo",3.83,NA,NA,NA,"The Legend of Zelda: Link's Awakening",2.21,0.96,0.54,0.13,NA,NA,NA
"324","PS4",2013,"Shooter","Activision",3.83,78,"M","Infinity Ward","Call of Duty: Ghosts",1.78,1.43,0.05,0.57,49,3.7,1564
"325","DS",2007,"Misc","Nintendo",3.83,59,"E","Nintendo, Namco Bandai Games","Flash Focus: Vision Training in Minutes a Day",0.86,1.56,1.05,0.35,22,4,4
"326","PS4",2016,"Shooter","Ubisoft",3.8,80,"M","Massive Entertainment","Tom Clancy's The Division",1.35,1.7,0.15,0.6,64,7,2219
"327","Wii",2007,"Misc","Nintendo",3.79,68,"E","Nintendo","Big Brain Academy: Wii Degree",1.05,1.91,0.41,0.42,33,6.9,39
"328","PS",1996,"Action","Virgin Interactive",3.77,NA,NA,NA,"Resident Evil Director's Cut",1.82,1.24,0.47,0.25,NA,NA,NA
"329","DS",2009,"Role-Playing","Nintendo",3.77,NA,NA,NA,"Mario & Luigi: Bowser's Inside Story",2.23,0.47,0.81,0.26,NA,NA,NA
"330","X360",2008,"Action","Activision",3.76,77,"E10+","Traveller's Tales","LEGO Indiana Jones: The Original Adventures",2.4,1.01,0,0.36,60,7.5,66
"331","PC",2002,"Simulation","Electronic Arts",3.76,79,"T","Maxis","The Sims: Unleashed",2.03,1.56,0,0.17,21,8,29
"332","PSP",2007,"Platform","Sony Computer Entertainment",3.74,NA,NA,NA,"Ratchet & Clank: Size Matters",1.4,1.39,0.1,0.86,NA,NA,NA
"333","PS",2001,"Action","Electronic Arts",3.73,64,"E","Argonaut Games","Harry Potter and the Sorcerer's Stone",1.37,2,0.14,0.22,11,7.5,41
"334","Wii",2011,"Sports","Sega",3.72,NA,NA,NA,"Mario & Sonic at the London 2012 Olympic Games",1.12,1.87,0.27,0.45,NA,NA,NA
"335","PS",1999,"Action","Eidos Interactive",3.72,NA,NA,NA,"Resident Evil 3: Nemesis",1.3,0.77,1.54,0.11,NA,NA,NA
"336","Wii",2007,"Platform","Nintendo",3.71,85,"E","Intelligent Systems","Super Paper Mario",1.95,0.86,0.59,0.31,56,7.9,417
"337","PS",2000,"Platform","Sony Computer Entertainment",3.71,91,"E","Insomniac Games","Spyro: Year of the Dragon",1.93,1.58,0,0.19,15,8.8,207
"338","PS3",2013,"Action","Ubisoft",3.71,88,"M","Ubisoft","Assassin's Creed IV: Black Flag",1.33,1.68,0.13,0.57,36,8.1,840
"339","PS2",2004,"Sports","Electronic Arts",3.7,81,"E","EA Canada","FIFA Soccer 2005",0.58,2.48,0.04,0.59,27,7.6,56
"340","GB",1998,"Strategy","Nintendo",3.7,NA,NA,NA,"Pokémon Trading Card Game",1.49,0.73,1.38,0.1,NA,NA,NA
"341","DS",2009,"Misc","Nintendo",3.67,NA,NA,NA,"Friend Collection",0,0,3.67,0,NA,NA,NA
"342","PS2",2002,"Sports","Activision",3.67,94,"T","Neversoft Entertainment","Tony Hawk's Pro Skater 4",2.13,1.18,0.01,0.35,27,8.5,128
"343","XOne",2015,"Shooter","Electronic Arts",3.66,NA,NA,NA,"Star Wars Battlefront (2015)",2.04,1.28,0.02,0.32,NA,NA,NA
"344","DS",2007,"Simulation","Electronic Arts",3.66,67,"E","TOSE","MySims",1.58,1.59,0.08,0.41,15,7.3,13
"345","PSP",2005,"Racing","Take-Two Interactive",3.65,74,"E10+","Rockstar Leeds","Midnight Club 3: DUB Edition",1.65,1.21,0,0.79,34,8.4,31
"346","N64",1998,"Platform","Nintendo",3.65,NA,NA,NA,"Banjo-Kazooie",1.87,1.13,0.55,0.1,NA,NA,NA
"347","PS2",2002,"Shooter","Sony Computer Entertainment",3.65,82,"M","Zipper Interactive","SOCOM: U.S. Navy SEALs",2.53,0.81,0.06,0.24,42,7.9,82
"348","PS2",2001,"Platform","Sony Computer Entertainment",3.64,90,"E","Naughty Dog","Jak and Daxter: The Precursor Legacy",2.08,1.09,0.15,0.33,35,8.7,312
"349","N64",1999,"Simulation","Nintendo",3.63,NA,NA,NA,"Pokemon Snap",2.23,0.68,0.66,0.06,NA,NA,NA
"350","PS2",2007,"Sports","Konami Digital Entertainment",3.63,82,"E","Konami","Pro Evolution Soccer 2008",0.05,0,0.64,2.93,10,7.9,38
"351","PS2",2005,"Action","Capcom",3.62,96,"M","Capcom","Resident Evil 4",2.08,0.83,0.46,0.25,38,8.9,1013
"352","Wii",2008,"Misc","Activision",3.62,86,"T","Vicarious Visions","Guitar Hero: World Tour",2.32,0.96,0,0.34,18,7.6,71
"353","PS3",2009,"Sports","Electronic Arts",3.62,91,"E","EA Sports","FIFA Soccer 10",0.6,2.45,0.05,0.52,56,7.6,203
"354","PS2",2004,"Shooter","LucasArts",3.61,82,"T","Pandemic Studios","Star Wars: Battlefront",1.93,1.22,0.03,0.44,36,8.7,142
"355","PC",1994,"Shooter","Virgin Interactive",3.61,NA,NA,NA,"Doom II: Hell on Earth",2.05,1.4,0,0.16,NA,NA,NA
"356","PS2",2001,"Racing","Electronic Arts",3.61,64,"T","Fox Interactive","The Simpsons: Road Rage",2.02,1.17,0,0.42,23,7.7,32
"357","GC",2001,"Action","Nintendo",3.6,78,"E","Nintendo","Luigi's Mansion",2.38,0.67,0.46,0.1,34,8.5,161
"358","PS4",2013,"Shooter","Electronic Arts",3.59,85,"M","EA DICE","Battlefield 4",1.35,1.55,0.17,0.51,18,6.9,1580
"359","PS2",2005,"Shooter","LucasArts",3.59,84,"T","Pandemic Studios","Star Wars: Battlefront II",2.18,1.02,0.03,0.37,30,9,268
"360","Wii",2013,"Misc","Ubisoft",3.59,NA,"E10+","Ubisoft","Just Dance 2014",1.88,1.39,0,0.31,NA,6.2,10
"361","DS",2007,"Simulation","505 Games",3.58,70,"E","Office Create","Cooking Mama 2: Dinner With Friends",1.6,1.49,0.1,0.39,39,8,9
"362","PS",2000,"Fighting","THQ",3.58,NA,NA,NA,"WWF SmackDown!",2.01,1.35,0.06,0.16,NA,NA,NA
"363","PS",1997,"Platform","Fox Interactive",3.56,NA,NA,NA,"Croc: Legend of the Gobbos",1.57,1.79,0,0.2,NA,NA,NA
"364","PS2",2006,"Action","Take-Two Interactive",3.54,78,"M","Rockstar Leeds","Grand Theft Auto: Liberty City Stories",1.56,1.4,0.07,0.5,49,7.8,112
"365","PS2",2002,"Action","Sony Computer Entertainment",3.54,72,"M","Team Soho","The Getaway",1.23,1.77,0.05,0.49,49,6.8,88
"366","PS",1997,"Action","Eidos Interactive",3.54,NA,NA,NA,"Tomb Raider III: Adventures of Lara Croft",1.66,1.58,0.12,0.18,NA,NA,NA
"367","PS2",2001,"Shooter","Electronic Arts",3.53,72,"T","EA Redwood Shores","James Bond 007: Agent Under Fire",1.9,1.13,0.1,0.41,27,7.9,48
